cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
30802,Lubbock,287568,48,Texas,TX,80.748672,79.857231,83.457352,82.874931,85.728523,85.639351,87.29171,87.411003,75.956352,74.94207,78.818932,78.197578,82.310791,82.223778,85.303383,85.431786,.39499065,.40843615,.48320904,.48827827,.53398871,.52356005,.59942579,.57998604,.32967514,.34017804,.40239677,.40520996,.51222509,.50222152,.52611202,.50855786,197723,163789,145339,123820,170857,157092,138751,114419
30901,Clovis,73078,35,New Mexico,NM,81.662514,80.497215,82.694061,82.475563,85.736549,85.603233,88.431473,88.248138,77.473114,76.188324,80.199547,79.936043,81.333733,81.204033,83.629539,83.49044,.73335564,.74300909,.97701472,.94907486,1.0526592,1.0309175,1.5110424,1.5030096,.61979347,.62661451,.83501339,.81737369,1.0532005,1.0330689,1.421647,1.3986958,51027,41796,33536,17921,47782,44485,32172,15964
30902,Littlefield,29588,48,Texas,TX,79.583427,77.854202,85.336685,84.632973,85.141762,85.046059,85.360664,85.551659,78.636154,76.644775,79.640785,78.858322,83.744659,83.690697,82.136833,82.415154,1.0031259,.99102241,1.3003887,1.2980123,1.4830427,1.437479,1.9473009,1.861974,.86988539,.87222332,1.201453,1.1821582,1.6840847,1.6487885,2.3777599,2.3459404,22219,17585,12190,6916,22960,19192,11887,5758
30903,Amarillo,240752,48,Texas,TX,80.713287,80.240646,82.657883,82.530098,84.809288,84.968575,87.932228,88.065018,75.548508,75.024643,79.070633,78.918434,82.662865,82.791458,84.0466,84.241249,.44076654,.43292752,.50092989,.48851001,.5447641,.52336359,.56594789,.54487395,.34522039,.3403151,.43613642,.42816672,.50241566,.4902654,.58196938,.56605899,157947,147092,138555,112918,143662,144968,134472,105482
30904,Pampa,57355,48,Texas,TX,78.176376,78.437614,81.88121,81.977768,83.77803,84.060295,87.208694,87.450432,75.099518,75.223206,78.158539,78.190109,82.593224,82.802391,83.085266,83.420021,.74866319,.72693551,.90465802,.87436432,.97278649,.92832911,1.0907319,1.0331979,.67265832,.66253263,.75322241,.73925191,.85790366,.83201832,1.1773367,1.1344384,31814,31634,36547,27226,26847,35829,39612,25351
30908,Plainview,52751,48,Texas,TX,81.719711,80.168678,83.114182,82.405052,84.465988,84.465439,85.376221,85.536263,77.843254,76.004707,79.352783,78.526749,80.504128,80.455688,85.634018,85.591721,.88266706,.89590007,1.0370934,1.0247192,1.3234413,1.2746453,1.7668628,1.7021748,.67511332,.68493599,.88349795,.86993867,1.1441256,1.123035,1.2590525,1.2322279,38094,31240,21617,12822,37317,33093,20644,11051
31001,Garden City,52031,20,Kansas,KS,81.281113,80.644279,84.661781,84.30619,88.593163,88.23822,85.083099,84.963608,76.62822,75.752449,81.874001,81.4188,82.271355,81.782829,85.213318,85.01062,1.1692772,1.1435913,1.2459149,1.2220455,1.0831332,1.1012967,1.7707455,1.7295671,.83769971,.82076937,1.0346844,1.0254651,1.256793,1.2403399,1.5961373,1.58103,25151,28036,27804,16056,25785,33862,27432,14494
31004,Liberal,32998,20,Kansas,KS,79.37606,79.498734,82.612534,82.567482,84.167664,83.959961,87.641029,87.459541,78.106239,77.682335,81.174751,80.933418,82.283127,81.911163,84.51947,84.359459,1.3079423,1.2586344,1.3783308,1.3324381,1.5789605,1.5435467,1.6970978,1.6855818,.97670603,.95550305,1.1762639,1.1503085,1.2680994,1.2583675,2.015871,1.9953452,16140,18797,17777,9924,17947,22445,18557,9254
31006,Guymon,29937,40,Oklahoma,OK,79.926933,79.553268,79.985931,80.302582,84.815613,84.949593,87.746048,87.771362,78.682343,77.961464,79.984566,79.805649,81.197609,81.15313,85.443398,85.435196,1.2103938,1.1672293,1.3734065,1.3383644,1.6103584,1.5466362,1.9296107,1.874146,1.0016444,.99153036,1.057548,1.0308068,1.275815,1.2468227,1.8705249,1.8274618,15596,17135,16420,9272,16885,20704,16847,8421
31007,Dumas,31880,48,Texas,TX,81.040176,80.335159,85.957199,85.345413,81.058273,80.913933,79.860878,80.019913,78.001358,76.98114,80.625801,79.796944,81.857338,81.632355,83.443069,83.36116,1.3797624,1.3442705,1.3051877,1.3170356,1.5385042,1.4893703,1.7307898,1.7257916,.96591979,.95012981,1.1511782,1.1450573,1.4299568,1.4049903,1.8381912,1.8035417,18086,18427,15794,10460,18927,21892,16644,9941
31101,Victoria,165277,48,Texas,TX,82.248329,81.248512,84.860939,84.179611,87.045898,86.90538,87.658875,87.568451,75.731262,74.68058,80.73951,80.085449,83.419945,83.300865,83.307098,83.238808,.47560456,.49662501,.50422072,.52231711,.5829652,.57144696,.74194336,.73112124,.37371767,.3749212,.4834024,.48862603,.57251,.5617106,.71899784,.70765179,118855,96708,96873,75489,100981,103863,101665,71498
31102,La Grange,42194,48,Texas,TX,81.981873,82.136787,85.626884,85.835304,86.720238,86.920181,88.590363,88.732323,76.485001,76.524261,79.653732,79.867981,83.119583,83.364525,87.501183,87.633522,.87505788,.84427571,1.0667259,1.0138117,1.086485,1.0440315,1.0575352,1.0078561,.70989966,.69729853,.82661724,.80879062,1.1652663,1.1355481,1.1277282,1.0884029,30241,28134,27901,20610,28983,30880,27612,18297
31201,Austin,1298076,48,Texas,TX,82.968819,82.291527,85.360252,84.89711,86.69178,86.365097,88.149536,88.084229,77.916344,77.303909,81.328934,80.935112,83.224701,82.988533,86.276093,86.300369,.2346653,.26173756,.22767119,.24035476,.24153104,.24837044,.22117926,.21980011,.18678135,.19652964,.21548662,.21834262,.2235139,.22435923,.20856032,.20572974,698860,849401,841691,1073408,715216,780430,828845,1093358
31202,Burnet,51191,48,Texas,TX,82.673904,82.722542,83.560394,83.830017,85.793373,86.092896,87.730583,87.913773,77.031982,77.175354,80.061905,80.306793,80.443069,80.790779,85.289642,85.490234,.72599149,.6991784,.84294587,.80683899,1.070127,1.0194455,.98615241,.93803775,.63703984,.63076013,.77229655,.75488192,.85427618,.83988231,.90467381,.87160265,42068,37783,33634,29862,37892,36098,29880,24755
31301,San Antonio,1724863,48,Texas,TX,83.166931,80.763611,84.776947,83.120064,85.740364,84.670448,87.518982,87.062408,77.522072,75.235214,80.842155,79.335358,82.889534,81.934784,85.067245,84.708405,.16381758,.36852142,.19732989,.32397759,.21159017,.28357613,.22424409,.24932583,.13687138,.25634253,.18072265,.2605426,.20234318,.24624762,.2278147,.24143197,1328108,1151317,1027151,965400,1203985,1079462,973705,916684
31302,Beeville,47805,48,Texas,TX,83.038216,80.348442,84.906723,83.416664,85.682167,85.184464,87.32946,86.945679,74.999374,72.59494,76.935516,75.618317,81.917381,81.42823,81.948875,81.748848,.98140085,1.0944215,1.297976,1.3628119,1.6278234,1.6194485,1.5239326,1.52916,.74329686,.71285552,.8935768,.82736945,1.3134391,1.3028933,1.9389431,1.9009757,30412,23412,17630,10696,26805,25171,18184,9689
31303,Kerrville,64467,48,Texas,TX,83.226753,82.950706,85.078804,85.283379,85.781509,85.989769,87.085266,87.269608,77.406502,77.051315,81.16333,81.367775,82.715073,82.853371,87.111618,87.218506,.64273614,.62825781,.71868098,.68342364,.92127454,.87869549,.89008296,.84933144,.58515441,.57566255,.72194809,.69895536,.80306011,.78092879,.70184559,.67495304,53015,50155,43220,36501,49496,44552,36352,30416
31401,Midland,262282,48,Texas,TX,80.464821,79.217575,82.696365,82.265961,84.005386,83.718597,85.99807,85.909714,74.994858,73.583191,79.041,78.536438,81.436745,81.100182,84.065025,83.975548,.40060899,.43673077,.51711202,.51179135,.55641741,.54519129,.61959952,.60939091,.33906212,.35146263,.43090156,.42523915,.48925614,.48673889,.56669825,.55946982,180383,151888,145778,143667,148139,160376,155234,140803
31402,Pecos,31286,48,Texas,TX,81.700874,79.02034,82.485023,80.795692,86.478104,85.616943,88.719131,88.4104,74.995918,72.212013,80.586952,78.693077,80.622307,79.606537,82.775223,82.31736,1.0518301,1.1155651,1.4861948,1.4917005,1.3981526,1.4488748,2.0042531,2.0100589,.77023345,.74777466,1.1834965,1.2163732,1.4911809,1.4740992,2.2495666,2.2437501,23113,17126,14384,8017,19241,19195,15545,7100
31503,Laredo,210580,48,Texas,TX,86.124855,82.26313,86.981537,83.54245,83.611069,79.806999,85.359917,82.146355,80.095482,75.861099,81.62178,77.864235,82.689285,79.056252,84.282806,81.10437,.39615065,.74488658,.65399194,.98091096,.94174129,1.0898883,1.2473992,1.3440102,.33110896,.55153668,.63236457,.78200555,.88191539,1.0018903,.93277234,1.0931226,226108,104755,60487,48047,212609,106322,61815,47614
31600,Brownsville,978369,48,Texas,TX,86.004501,82.679535,85.848061,83.155655,86.077736,83.95945,87.682671,86.317444,81.092041,77.471703,82.425148,79.693115,83.253342,81.19976,84.689659,83.356979,.19175267,.57228589,.37606797,.5959937,.46607515,.63997561,.50481087,.60010087,.16854244,.43362352,.31808895,.47098559,.4534778,.54564244,.49112356,.53573751,1082910,447865,255943,183615,986632,435667,246071,177955
31700,Corpus Christi,503493,48,Texas,TX,82.582413,79.889519,83.843384,81.87204,85.625031,84.337753,86.787254,85.965843,76.254875,73.648102,79.920967,78.077438,81.740883,80.524902,84.951706,84.265411,.29080579,.48174271,.37876219,.5003137,.40439039,.47640112,.46349448,.50120312,.23069392,.32190919,.31589881,.36853114,.34634456,.37961045,.40755823,.42880881,406772,280473,252169,204238,345065,293161,267530,196437
31800,College Station,208437,48,Texas,TX,81.067291,81.427811,84.585793,84.474861,84.570946,84.465553,87.891197,88.107651,76.286346,76.569809,79.842621,79.774353,81.475479,81.382683,85.25386,85.481476,.5244413,.50912684,.62659281,.61709946,.7146613,.70137531,.70959854,.67760706,.42204249,.4156169,.55502498,.54499751,.59883994,.58787251,.64764571,.62144774,114073,98780,94629,95489,103558,100350,95996,90637
31900,Pearland,320912,48,Texas,TX,80.848068,80.250175,83.205238,82.881432,84.221977,84.075394,87.04982,86.914757,75.709694,75.228615,79.383698,79.106491,81.514877,81.424667,84.034714,84.030067,.39940515,.40626919,.42750815,.42234385,.44595408,.44085383,.45615256,.45360759,.31297266,.31014881,.35259819,.34861705,.38216811,.3756195,.45302084,.44482937,199214,188784,215951,250870,170166,197318,233452,253945
32000,Houston,4504013,48,Texas,TX,82.214424,81.799324,83.720444,83.135155,85.155083,84.642311,87.583542,87.270615,77.143471,76.694794,79.525047,78.9916,81.687653,81.289345,85.084869,84.912468,.11216331,.16189806,.13031001,.16512679,.13893801,.16114303,.12669528,.14409287,.08864326,.12073217,.11243931,.12886398,.12270527,.13599642,.11142832,.1173979,2979966,2727209,2430836,3407386,2742043,2584816,2427498,3504724
32100,Beaumont,497770,48,Texas,TX,81.250771,82.017899,83.855385,84.256706,85.53241,85.855362,86.998367,87.267387,74.796013,75.647186,79.586082,80.020348,82.190491,82.507072,83.764847,84.080238,.24187751,.24025495,.30650792,.29740053,.32875919,.31524608,.39378333,.37647378,.2081866,.21524753,.25953907,.25719997,.2958366,.28913891,.37298033,.36196163,373485,289555,280784,228926,298321,292879,297167,218245
32201,Huntsville,191792,48,Texas,TX,80.098244,80.772652,83.991791,84.253761,85.577438,85.9282,87.603653,87.810783,75.373947,76.073418,78.985725,79.223694,81.573067,81.981857,84.196785,84.422417,.44546312,.43395036,.53103137,.51275402,.59436965,.56998074,.77029258,.73945618,.33923689,.34088275,.44484174,.43867353,.53839296,.52892649,.67466187,.658032,135678,109424,90279,57561,113828,110472,87941,51447
32202,Nacogdoches,103842,48,Texas,TX,80.780396,81.407448,84.129677,84.562744,84.963196,85.433075,87.77034,87.979813,75.978348,76.598457,80.212357,80.643326,82.223969,82.675209,83.424698,83.780815,.51271337,.49764305,.69882566,.66941947,.88958251,.84092575,.83623624,.79336482,.45069528,.44573587,.62238842,.60482687,.72592992,.6983639,.93365538,.89286256,82898,60146,49129,32366,71232,63792,48009,28999
32301,San Angelo,113973,48,Texas,TX,81.431702,80.129166,83.704391,83.079643,87.052368,87.071289,88.559959,88.584709,77.2099,75.904572,80.757652,80.163361,82.13932,82.285576,84.522926,84.596245,.58363736,.60928494,.7007302,.70454764,.72198296,.69340825,.84582925,.81908667,.48198596,.49069306,.63891679,.63944966,.75679886,.73479402,.94369048,.92060763,79769,70703,64650,45132,73128,66838,61337,41197
32304,Uvalde,35212,48,Texas,TX,84.153671,81.706032,87.103615,85.820595,86.964668,86.443321,86.329491,85.782982,80.128304,77.58992,82.754723,81.296066,81.263824,80.717346,79.708229,79.287666,.92184466,1.0299559,1.1990614,1.291113,1.6344657,1.6517946,1.8096991,1.8238908,.77969879,.84058332,1.0774465,1.1258833,1.4435929,1.4191921,1.6440437,1.5963842,34750,19948,14742,10793,32984,20426,14709,9560
32305,Del Rio,49316,48,Texas,TX,84.035782,80.519173,85.818672,83.248177,85.174591,83.207993,87.876671,86.579521,79.731735,76.204796,81.664375,79.207085,83.437286,81.769096,83.950775,82.759247,.88365233,1.0985718,1.3019105,1.4849248,1.5134572,1.6047386,1.7473521,1.8957109,.69400483,.76943433,1.0599412,1.12427,1.2518954,1.3288529,1.5943527,1.6248441,47627,26043,19380,12940,42448,27868,20603,12384
32306,Eagle Pass,47297,48,Texas,TX,85.317467,81.294479,88.012405,84.685051,89.807709,87.608025,89.706528,87.264122,79.423531,75.315598,82.66098,78.636055,83.351868,80.347275,81.083527,78.445305,.82896906,1.1368616,1.4430648,1.8919094,2.2277484,2.8069277,4.1930399,4.8057547,.63330638,.69021356,1.4051749,1.5071108,2.2707386,2.2735305,4.7755885,4.5358644,64773,26659,10975,4607,65610,26722,11265,4223
32401,Big Spring,54073,48,Texas,TX,81.079376,79.827049,81.058899,80.349419,83.81958,83.615837,86.941658,86.924316,74.87883,73.616447,77.886261,77.128723,80.009979,79.804199,83.398857,83.343628,.88430589,.89087433,1.029694,1.0157111,1.1662363,1.1453546,1.486486,1.4435538,.64328855,.62489563,.86903203,.84395808,1.0609652,1.0434576,1.3307846,1.3066125,33856,27249,25095,16624,31416,29239,25186,14770
32403,Snyder,26918,48,Texas,TX,82.755966,81.603508,79.69593,79.848633,86.790619,86.793503,87.248909,87.306236,73.98452,72.887192,75.995132,76.041733,82.544884,82.53968,86.248604,86.41111,1.1550369,1.1731417,1.3707019,1.3362341,1.4410484,1.3885469,1.5768143,1.5150759,.96670389,.92267835,1.0050921,.99517751,1.3799961,1.3394598,2.0571287,1.9814857,16485,13957,14250,8240,13975,15347,14479,7426
32501,Abilene,191518,48,Texas,TX,80.441071,80.214561,82.669197,82.616196,84.936783,85.148056,87.763161,88.031181,75.493103,75.324265,80.350655,80.30545,82.664856,82.928497,82.931717,83.350128,.42562088,.41729641,.53775376,.52390665,.61503708,.59014261,.67574841,.63442838,.34681785,.34291777,.46893996,.46181923,.5739212,.56231302,.7918846,.7662273,136403,116143,103445,64095,121046,118246,98302,56641
32601,Wichita Falls,151524,48,Texas,TX,79.002388,79.183868,81.983971,82.087334,84.177536,84.331062,87.448502,87.602287,73.875282,74.133911,79.095055,79.224098,81.582291,81.810013,85.509758,85.703323,.48950943,.47329924,.55881417,.54382056,.63399911,.61480409,.83326626,.80539417,.39507711,.39373296,.53203225,.5238359,.60207123,.59135348,.81317115,.78758794,90193,91067,89877,55041,79869,90897,87927,49106
32602,Graham,28556,48,Texas,TX,81.159218,81.19162,84.238503,84.623016,83.081902,83.544624,85.748032,85.969765,75.8451,75.850113,81.258606,81.701233,82.316177,82.733543,84.276085,84.440094,.96115708,.9262203,1.2122048,1.1436771,1.3617387,1.2963989,1.9783061,1.9050132,.79019946,.77425152,1.1464542,1.1057086,1.362432,1.3152065,1.9973688,1.94445,21995,17973,15779,10228,19848,19572,15567,8997
32701,Brownwood,58246,48,Texas,TX,80.682236,80.517845,82.144096,82.255997,82.342453,82.758423,88.14537,88.386238,76.08757,75.818459,80.681938,80.704872,84.27359,84.530464,82.197762,82.577286,.693569,.67567462,.85169059,.82112235,1.1662375,1.1311613,1.3956387,1.3211058,.55038416,.5444504,.77697575,.75943542,.96586621,.92734468,1.320665,1.2932053,45865,38787,31238,15482,42776,39539,29611,13697
32702,Stephenville,55256,48,Texas,TX,82.160828,82.020576,84.804459,85.048782,85.130051,85.4757,86.334625,86.667587,77.498474,77.243156,80.986252,81.268333,83.037094,83.398628,83.113556,83.489182,.80303043,.77729607,.92954326,.87535572,1.1091685,1.0531222,1.4317175,1.3579633,.6388163,.62570518,.83507359,.80741125,1.0382398,1.0061996,1.3599623,1.3164191,37263,33425,27541,17198,37137,34639,26801,15343
32801,Waco,281618,48,Texas,TX,79.760979,80.131958,83.766441,83.902199,85.629364,85.799347,87.178986,87.295273,75.364868,75.624847,78.96907,79.076256,81.770691,81.938927,84.332817,84.557663,.36942124,.36144662,.46755773,.45302206,.51347446,.49759421,.6186955,.60058659,.28911218,.28716198,.37961832,.37417796,.42271551,.41333658,.57805818,.56199664,198614,173674,156961,111120,180805,171155,150368,100796
32802,Corsicana,100377,48,Texas,TX,80.650047,81.343124,83.275093,83.563484,84.080872,84.399506,88.91938,89.094055,75.943413,76.567162,79.106613,79.361504,80.091309,80.439987,82.158661,82.520126,.52694583,.5046308,.64990377,.62662232,.84966779,.82026052,.71574682,.67612451,.44661108,.4436965,.58822823,.57832611,.70989186,.69660276,.9936254,.9674179,81335,60961,53687,35198,70546,63435,53440,31095
32900,Killeen,330714,48,Texas,TX,81.273087,80.776863,83.080063,82.825394,84.615486,84.64624,86.838654,86.826439,75.357887,75.406517,78.863991,78.859642,81.29425,81.522186,84.954292,85.110306,.38562348,.39863911,.47852579,.47511753,.49677023,.48664728,.57897657,.57057947,.3402108,.33505964,.3891733,.38273585,.44274288,.43729043,.53812188,.52642894,202768,203824,191925,123980,172594,203486,189109,113390
33000,Fort Worth,1804370,48,Texas,TX,81.276649,81.19738,83.013748,83.017731,85.015343,84.94767,87.268852,87.321808,75.877419,75.819656,78.759392,78.772247,81.758926,81.747971,84.763428,84.880722,.16505776,.16417572,.19532226,.19250284,.19465901,.19308732,.20669562,.20334683,.13933668,.13769922,.16869786,.16803451,.16949843,.16609381,.17464291,.17510498,1086198,1168382,1166088,1316344,1008941,1101640,1172583,1300519
33100,Dallas,3405666,48,Texas,TX,82.057144,81.984909,83.966507,83.705421,85.713211,85.514122,87.641769,87.602203,77.476173,77.348366,79.619553,79.393738,81.984879,81.863731,85.180702,85.234955,.12553397,.14810403,.14638522,.15739281,.15185821,.15621983,.14071976,.14574756,.10792562,.12117687,.13091694,.13450825,.14118914,.14128317,.12935914,.13111599,1969306,2133669,1993274,2690241,1939903,1936577,1911483,2740751
33200,Paris,185835,48,Texas,TX,79.85524,80.440712,83.935982,84.286934,84.796158,85.177399,86.836807,87.13826,74.880608,75.457764,77.747704,78.164543,82.846626,83.182747,82.81086,83.189529,.39401451,.38427469,.49134213,.47280166,.59312528,.56675547,.7486375,.71116114,.32210916,.32052058,.39126387,.39269274,.52244079,.50727117,.69736248,.67211384,148546,121430,107044,64334,132898,123521,103370,58469
33300,Tyler,434643,48,Texas,TX,81.425392,81.928276,83.709274,84.094414,85.995804,86.293968,87.281998,87.608208,75.539902,76.063423,79.170708,79.564514,81.806068,82.168007,84.373795,84.709068,.27259088,.26459581,.33193618,.31881163,.36287487,.35070089,.44213697,.42397651,.23309344,.23802081,.28109902,.2780742,.34335154,.3394534,.42065167,.40964168,332980,287632,251161,186526,288914,275257,240018,169119
33400,Longview,289849,48,Texas,TX,81.285172,82.131691,83.605309,84.100838,84.946365,85.287247,86.729179,87.090843,74.403725,75.321198,79.093582,79.637413,82.348129,82.700188,83.934204,84.327469,.34386843,.33400831,.40449554,.38729495,.44973421,.43398485,.54724658,.52106118,.26916325,.2756744,.35900983,.3549993,.41885248,.41266283,.53706962,.51560968,224192,180795,172610,121948,180248,190688,177690,112751
33500,Texarkana,235988,48,Texas,TX,80.271057,81.173317,83.229721,83.753197,84.415649,84.785698,86.889214,87.237984,75.206978,76.134277,78.566208,79.134491,80.987083,81.344131,83.777382,84.160301,.3598671,.35032457,.45570958,.44036704,.54056317,.52116263,.62948912,.59747642,.29525334,.29879385,.37824678,.3739312,.43540359,.42717478,.60954034,.59069347,190387,148049,134172,83384,156171,150270,136410,75309
33601,Lawton,171610,40,Oklahoma,OK,80.144173,80.29882,83.384003,83.599541,84.243294,84.509544,84.768105,85.127228,73.686279,74.154236,78.764351,79.191101,82.111702,82.404617,84.783295,85.094604,.43994266,.43269834,.56122047,.54300988,.64381993,.62427527,.95829719,.92111391,.33703408,.33961228,.45963258,.45715374,.59672922,.5831539,.81857407,.79024625,116919,104568,102053,66714,97751,105380,102715,61227
33602,Altus,48010,40,Oklahoma,OK,81.225655,81.17672,82.004158,82.256516,84.851151,85.097359,88.809341,88.792244,76.309158,76.263527,79.050446,79.268227,80.343925,80.640808,85.462822,85.72789,.8546415,.83047056,1.0897779,1.0538166,1.1935101,1.151222,1.3383014,1.3155689,.71753561,.70791632,.90293938,.885122,1.0434737,1.0240741,1.4307818,1.3744321,32106,27560,24533,12493,30674,28835,24149,11097
33700,Ardmore,117982,40,Oklahoma,OK,79.697319,80.170403,82.113594,82.491737,84.657997,85.04731,86.168579,86.431908,74.805916,75.255943,79.195969,79.591408,81.856873,82.265976,83.389351,83.698296,.45728859,.44304293,.57253486,.55092508,.74853712,.71723336,1.0085715,.96414751,.36912221,.36873397,.51460356,.50508404,.6631515,.64528286,.99024677,.96098483,100146,83221,66766,34115,89621,83494,64349,31021
33801,Elk City,60885,40,Oklahoma,OK,80.166458,80.484962,82.372894,82.682495,84.912445,85.246887,84.724899,85.153313,75.251266,75.502068,78.900352,79.180351,81.836319,82.179298,82.59127,83.005257,.79771519,.77242661,1.0252608,.99020338,1.0874709,1.0350598,1.3408524,1.2741829,.61149228,.60308009,.80249906,.78583634,.89776659,.86803246,1.1898081,1.1427023,39149,34267,32449,21489,35845,37056,33883,19775
33802,Chickasha,75666,40,Oklahoma,OK,80.469673,80.794899,81.929596,82.331306,84.264702,84.649963,84.592957,85.014359,75.591835,76.001381,78.486107,78.866165,82.173035,82.525948,83.310387,83.635696,.62223649,.59736073,.79244566,.76521611,.98105747,.94483137,1.4697398,1.4116981,.51632214,.51524466,.66015375,.65209216,.87495428,.85061944,1.2239046,1.1832244,53569,47795,41976,24308,49059,48318,40907,21801
33803,Oklahoma City,1154246,40,Oklahoma,OK,79.72422,80.150291,82.793457,83.074142,85.020607,85.283554,86.752884,86.972313,74.531509,74.986137,79.007927,79.349342,81.629662,81.965584,84.419868,84.698608,.18441068,.18264407,.21312609,.21190973,.23435266,.23024467,.27916101,.27075592,.14961219,.15632139,.18561171,.18861765,.20338906,.20285116,.25502634,.25067255,740221,768826,728716,620393,669946,711861,700951,580864
33901,Ada,69207,40,Oklahoma,OK,80.782669,81.19442,82.432907,82.886948,85.415115,85.777687,83.341324,83.582527,74.953148,75.434669,80.243088,80.667488,82.607552,82.955269,82.492653,82.87368,.62477946,.59930182,.84720492,.8147561,1.1799091,1.127467,1.6117789,1.5692652,.51358312,.51074845,.79936033,.78217494,.97594005,.94287014,1.5437019,1.512609,56660,43346,30999,16832,51362,40837,29687,14911
33902,Sherman,178371,48,Texas,TX,80.647713,81.158577,83.187813,83.451057,85.209053,85.560265,86.836319,87.139923,75.250221,75.786171,79.43116,79.681541,81.931702,82.315376,83.46769,83.859993,.43395701,.41606295,.48332533,.46643022,.58190155,.55840629,.7487877,.71227121,.33447945,.33426005,.42389017,.41710529,.55657107,.54368263,.69412929,.66986269,136540,126908,113790,74300,123447,122844,108210,68522
34001,Hot Springs,210357,5,Arkansas,AR,80.701759,81.401489,84.098244,84.514397,86.903152,87.186844,87.364494,87.715515,74.89769,75.659538,79.515312,80.018158,81.973015,82.403564,83.406097,83.827805,.36880654,.35949585,.43383473,.41958934,.4489961,.43164366,.66787964,.63000888,.28539822,.29002237,.39313018,.38924453,.4961406,.48976782,.64550877,.62322736,185032,146071,117864,68673,168262,144340,105094,57934
34002,Idabel,97397,40,Oklahoma,OK,80.508896,81.016945,83.783546,84.170341,83.328804,83.76799,85.246155,85.653572,75.816544,76.326157,79.082619,79.463287,81.686768,82.064835,80.513672,80.977264,.51182222,.4927409,.68733138,.65674299,.95128679,.91247457,1.4867383,1.4125338,.39586127,.39774141,.56673545,.55587441,.88542938,.85959035,1.266279,1.2461917,94830,61987,38359,16156,88592,63667,36814,14569
34102,Anchorage,369296,2,Alaska,AK,82.395813,81.983574,83.84137,83.723053,86.030144,85.71067,87.113548,87.11412,76.096382,76.141426,80.280113,80.495728,82.743286,82.822556,85.565262,85.743896,.42570817,.43557128,.45806435,.46008781,.36856195,.38759384,.37738681,.37689728,.31481841,.31329536,.35830465,.35356772,.35977224,.35592121,.32430834,.31503317,167752,223746,273450,354801,184865,221015,295195,364006
34109,Juneau,37347,2,Alaska,AK,84.733727,84.984138,83.558617,82.997452,85.573059,85.697464,88.231537,88.145119,79.191025,79.611008,82.445961,82.360985,81.228264,81.497673,84.087769,84.325905,1.2500206,1.1846668,1.632035,1.6294998,1.2827699,1.239519,1.1373022,1.132828,1.0966105,1.0609874,1.1688503,1.1550239,1.0572424,1.0306962,1.0746285,1.0405817,15568,24161,30705,35647,19449,24074,33241,34249
34115,Fairbanks,97458,2,Alaska,AK,83.175278,83.184273,82.731491,83.020889,85.662926,85.603294,87.577164,87.767288,76.65464,76.958763,80.437965,80.735733,81.518852,81.81134,84.683182,85.026619,.82723701,.80600399,1.0367258,1.0019301,.93319708,.92018151,.76212418,.7305975,.65120834,.63831848,.78564203,.76816106,.69659227,.68292117,.72712523,.70069772,40061,51514,67391,76445,47179,55432,80259,76758
34201,Havre,25840,30,Montana,MT,82.311111,82.679703,82.862968,83.321671,86.744713,87.012909,88.723099,88.95842,76.255516,76.734978,80.274811,80.727905,82.712379,83.091263,83.15136,83.574463,1.2255174,1.1729749,1.6809733,1.6249166,1.8850296,1.8012782,2.1631091,2.0452929,1.0443426,1.0379341,1.3465314,1.3141768,1.6997159,1.6580216,2.1758897,2.1163085,18000,16595,14888,7001,17483,16889,14836,6365
34203,Great Falls,95101,30,Montana,MT,82.064545,82.363892,85.556824,85.809509,85.287498,85.677582,86.798889,87.188362,77.002594,77.40007,81.934227,82.284805,83.552711,83.933693,85.842056,86.135834,.64861649,.62286478,.71380061,.68503821,.88357049,.8478691,1.162183,1.1036009,.51124161,.50377822,.63651252,.6203624,.81549597,.7929461,.90686905,.86448377,65735,66017,62803,35358,62013,68034,60017,32210
34301,Cody,37247,56,Wyoming,WY,81.398453,81.691849,85.452545,85.701241,85.092285,85.367531,85.336517,85.613571,79.865997,80.060486,81.682251,82.031845,84.783844,84.971718,87.360207,87.503731,.97508943,.94082719,1.0289828,.98253816,1.2690086,1.221791,1.4942074,1.4389014,.78204399,.76246768,.85977197,.83308697,.84005702,.81597328,1.3992183,1.3563365,27013,29259,30327,18705,25785,32203,29446,17214
