cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
27504,Carroll,48729,19,Iowa,IA,82.239708,82.582024,83.978401,84.454369,87.344421,87.578842,90.593857,90.73056,77.045105,77.376137,80.949326,81.38665,85.155708,85.38913,83.410683,83.83429,.94140315,.90168595,1.1315098,1.0813928,1.1104915,1.0603236,1.2368321,1.1720932,.73726517,.72335339,.85876602,.8328411,.97730505,.93957758,1.6522413,1.6062772,26625,36016,36757,17002,27495,40605,34901,14994
27601,Rapid City,158442,46,South Dakota,SD,81.773796,82.076691,86.00325,86.308876,86.552643,86.913963,88.318619,88.480331,77.357002,77.705078,82.643372,82.976028,83.564392,83.940971,87.476906,87.689583,.50266039,.48857293,.55084348,.52778745,.65029716,.61975014,.71847618,.69190681,.41654107,.41149014,.45764861,.44702634,.57965791,.5622043,.64327615,.61486012,107690,119173,124078,76144,105432,124911,119219,69907
27701,Scottsbluff,65903,31,Nebraska,NE,82.933899,82.919464,84.93222,84.939674,86.57518,86.79702,89.018654,89.123161,76.48774,76.428024,81.74308,81.720177,84.146431,84.343987,85.053963,85.282288,.79379404,.76935691,.91717178,.88701254,1.0791152,1.0286149,1.3838142,1.3321615,.64594644,.63458484,.75209111,.73861569,.87986869,.85411865,1.3068743,1.2583605,41738,43904,43630,23113,37925,46420,43284,20538
27702,Cheyenne,95526,56,Wyoming,WY,80.61319,80.48484,85.379982,85.373444,86.651932,86.708611,88.068977,88.119034,75.223167,75.20076,80.839439,80.940201,82.604408,82.745987,86.365089,86.490555,.67813098,.66058469,.66369158,.64901507,.66322726,.64416552,.76345587,.74523234,.54753906,.53855735,.59293669,.58033854,.71077091,.69653249,.74005562,.7197485,54438,65751,77915,57913,53337,68921,79513,54409
27801,Norfolk,56990,31,Nebraska,NE,83.600052,83.951378,86.149094,86.391403,87.05703,87.393486,86.518028,86.859413,76.727386,77.056717,81.59713,81.889648,84.275078,84.622833,80.792229,81.204239,.94429314,.90027136,1.0119288,.96557915,1.0857506,1.0293328,1.5266865,1.456401,.69962448,.68462551,.86073929,.83992296,1.0247079,.98825991,1.3340979,1.3295463,30338,37846,42169,20271,30964,41776,40738,18015
27802,Columbus,61167,31,Nebraska,NE,82.815208,83.062889,86.455032,86.697876,88.238434,88.486244,86.510979,86.945648,77.351791,77.593567,80.623383,80.960739,84.798203,85.127884,84.709175,85.087204,.9129011,.87209433,.90837985,.85935569,.89585215,.8444764,1.704421,1.6179223,.75091428,.73958433,.73478353,.72180176,.93693435,.9046585,1.377221,1.3258063,29428,45695,48785,21883,32389,53721,46871,19447
27901,Hastings,42251,31,Nebraska,NE,80.879074,81.334381,83.053894,83.441177,87.576065,87.855469,84.658447,84.862129,77.04953,77.423874,80.112251,80.458885,84.598175,84.910606,82.039513,82.288025,1.1424211,1.1032776,1.1596398,1.1152213,1.2661396,1.2030313,1.7337912,1.6795497,.86263484,.84875828,.91072917,.89211929,1.0941945,1.0554141,1.6296828,1.6052771,22493,29571,30935,15982,22095,33541,29514,13971
27902,York,26871,31,Nebraska,NE,80.362679,80.854652,83.206467,83.679588,88.174782,88.409904,90.233582,90.346367,75.845901,76.320236,81.880173,82.303719,82.85347,83.25827,84.881264,85.21299,1.2728703,1.2322764,1.3132542,1.2569007,1.2221774,1.1568903,1.4350126,1.3677975,.99403596,.99335235,1.2085387,1.1714004,1.350389,1.3126974,2.0961859,2.0254607,12915,18779,20761,10128,13022,21714,19812,8748
27903,Grand Island,77708,31,Nebraska,NE,83.228363,83.396835,84.339996,84.532539,87.312943,87.553947,88.388214,88.659203,77.680504,77.791344,82.447746,82.544746,84.039871,84.336235,84.547333,84.920822,.75037777,.71783328,.78339803,.75564694,.8784315,.83555645,1.1727597,1.106138,.62251616,.60935175,.68268931,.66731137,.80300015,.77632004,1.2648518,1.2194524,45406,56338,58905,30348,44700,62513,56935,27217
28001,Sioux City,187773,19,Iowa,IA,80.461288,80.751007,84.534836,84.798904,86.325119,86.578667,89.871689,90.025978,76.201202,76.403778,81.031914,81.309494,82.94577,83.249489,85.202469,85.502594,.52034402,.50347918,.53273243,.50855052,.60540825,.58233619,.59139591,.56183565,.40193424,.39557955,.48361605,.47292015,.5268473,.51315314,.76793408,.73787397,99720,123288,132614,80650,96967,135749,129833,74812
28002,West Point,25165,31,Nebraska,NE,79.981621,80.447189,82.575653,83.052475,86.463364,86.784103,85.178864,85.569725,77.875061,78.255379,81.500534,81.906914,83.165871,83.541466,90.026154,90.099312,1.2686498,1.2196438,1.3557076,1.3077782,1.6408566,1.5634059,2.639333,2.5496066,1.0791171,1.0521272,1.1458428,1.1126953,1.6388773,1.5880717,2.0601926,1.9834334,13601,16698,15198,6567,14477,18779,14161,4901
28101,Lincoln,311956,31,Nebraska,NE,82.552788,82.800613,84.922493,85.204689,86.480782,86.68644,87.84668,88.06945,75.864838,76.189514,80.23011,80.590622,84.174683,84.414398,86.194801,86.427635,.46500155,.45190814,.44064909,.42561707,.44812647,.43051934,.55359894,.53254324,.34632757,.34470224,.39059997,.38482603,.40428215,.39521918,.4825916,.46711341,135242,198314,238464,181945,137863,199822,235518,166932
28102,Nebraska City,40078,31,Nebraska,NE,80.424606,80.807556,84.814621,85.123901,86.019638,86.411957,86.712151,87.122818,75.093269,75.453438,80.984505,81.327095,83.491585,83.893501,82.081871,82.58255,.96215099,.92818552,1.1337751,1.0875646,1.2045871,1.1460717,1.8740083,1.7750285,.68353617,.68392181,.91762203,.90072179,1.1483315,1.108313,1.702994,1.6736884,23080,28900,27996,14654,23148,31244,27241,13400
28201,Red Oak,48197,19,Iowa,IA,81.895935,82.285034,84.071541,84.486656,89.19976,89.349289,88.169769,88.482994,77.592567,78.025162,80.259262,80.669975,81.67556,82.09037,86.949158,87.211571,.85640794,.82207167,.99876106,.95648974,.85209101,.8087967,1.6158972,1.5213494,.76817262,.75894731,.7987116,.7828269,1.0097934,.99006122,1.4517982,1.3876494,28832,35139,35269,13405,29168,38166,33163,11486
28202,Omaha,803201,31,Nebraska,NE,80.585358,81.082718,83.883858,84.195503,85.84269,86.150276,87.682846,87.905289,75.165573,75.699158,79.813255,80.178192,82.34655,82.722328,84.936592,85.225983,.28701314,.27845421,.2637333,.25958192,.26615325,.25955445,.29759187,.28705373,.21422899,.22006591,.22325376,.22503582,.24435149,.24339958,.28187224,.27571875,379226,518026,613091,577650,373447,496985,599397,549328
28301,Sterling,39751,8,Colorado,CO,82.551422,82.884392,83.318031,83.262955,83.668526,84.148033,85.202629,85.665665,77.047478,77.380653,81.557823,81.414192,84.496552,84.812515,83.691124,84.141434,.96384293,.91621715,1.192771,1.1621369,1.4842335,1.4294119,2.1966414,2.1209626,.7890957,.77376246,.95286608,.94047683,1.2467831,1.2018309,1.8800629,1.8351742,23802,27125,24549,12659,24034,29032,23487,11105
28306,North Platte,35939,31,Nebraska,NE,82.08728,82.30806,86.1745,86.429237,86.393555,86.521477,88.882133,89.009895,77.047485,77.272438,82.310654,82.624298,82.629196,82.817177,86.960045,87.10685,1.0140004,.97709733,1.1586751,1.1068445,1.2376157,1.1938647,1.4082527,1.350287,.91313601,.89582533,.92183495,.88593793,1.0701994,1.0442177,1.347548,1.2997012,21372,22105,28845,17059,18051,24778,30985,15680
28401,Colorado Springs,587132,8,Colorado,CO,82.682083,82.282478,84.955986,84.891533,86.898743,86.826324,88.220383,88.341057,77.827026,77.717339,81.293625,81.418518,84.139717,84.249657,86.000191,86.23481,.31081256,.31461087,.32286909,.31663427,.29959753,.29841369,.30809653,.29949984,.26887995,.26469606,.29569465,.29100543,.29364306,.28846139,.31505442,.30489939,327734,392494,438094,442518,303659,366943,434469,424045
28502,Pueblo,187782,8,Colorado,CO,81.694351,80.125374,84.280449,83.429832,86.01133,85.507385,86.718201,86.675629,76.349602,74.807243,80.842407,80.002617,82.840149,82.327179,85.50843,85.397614,.48459113,.52690458,.54466587,.55992442,.57073551,.58547336,.88961035,.86666781,.37447551,.38755611,.47388259,.48382106,.54033637,.54366714,.71938014,.71118027,131864,125580,115438,66313,123581,122014,108471,58798
28608,Kearney,56033,31,Nebraska,NE,82.621399,82.990814,84.950935,85.190964,86.706772,86.975594,91.226044,91.313019,77.393021,77.767799,81.084885,81.318199,82.871056,83.234634,86.153893,86.434029,.98530775,.94273579,1.0564116,1.016573,1.0355752,.99012613,.73978686,.70078921,.77883965,.75816441,.90138626,.88275135,1.0625319,1.0283079,1.2268128,1.1747125,28221,36984,41396,25021,27566,39342,39309,22598
28609,Lexington,48464,31,Nebraska,NE,82.462051,82.763756,84.277153,84.506966,86.375931,86.623215,89.117828,89.296738,78.763908,78.997604,83.288887,83.451355,84.18557,84.380753,84.906769,85.29557,.99727809,.95045537,1.0161926,.97447443,1.2099836,1.15141,1.3585544,1.2723874,.74536085,.72872293,.88964146,.86345178,1.0994061,1.061659,1.886107,1.813448,29514,36360,31906,13200,32363,41762,29764,11365
